uid,ELECYEAR,ID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,prim1,prim2,prim3,camp1,camp2,camp3,coal_lib,coal_dem,coal_kmei,coal_com,coal_soc,coal_koku,yn_medconst,yn_reps,yn_const,yn_defense,yn_preemp,yn_unsc,yn_nkorea,yn_smgov,yn_pubspend,yn_fiscalpol,yn_tax5yrs,yn_frgnvote,yn_frgnwork,yn_privacy,yn_tax10pc,yn_moral,ab_asiaus,ab_compet,ab_env,ab_singlemum,ab_trade,fav_masuzoe,fav_ozawa,fav_watanabe,fav_hashimoto,media_hp,media_sns,media_tv
112.34.0,2009,926,中川＝秀直,1,34.0,4.0,59.0,3,9,1,1,64.0,3,,,,5.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,,,,,2.0,4.0,3.0,,,,,,,
1967.34.0,2009,927,空本＝誠喜,1,34.0,4.0,59.0,1,0,2,1,44.0,1,,,,1.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,,,,,3.0,1.0,3.0,10.0,90.0,80.0,70.0,,,
1563.34.0,2009,928,沖＝ゆり,1,34.0,4.0,,1,0,11,2,54.0,4,,,,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,,,,,3.0,1.0,5.0,30.0,0.0,50.0,50.0,,,
779.34.0,2009,929,寺田＝稔,1,34.0,5.0,59.0,3,2,1,1,50.0,4,,,,1.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,,,,,2.0,4.0,4.0,70.0,30.0,25.0,50.0,,,
38.34.0,2009,930,三谷＝光男,1,34.0,5.0,59.0,3,1,2,1,49.0,1,,,,,,,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,,,,,2.0,2.0,3.0,,,,,,,
599.34.0,2009,931,塚本＝能照,1,34.0,5.0,,1,0,11,1,50.0,4,,,,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,,,,,5.0,1.0,5.0,10.0,0.0,10.0,10.0,,,
187.34.0,2009,932,亀井＝静香,0,34.0,6.0,59.0,3,10,6,1,72.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800.34.0,2009,933,小島＝敏文,1,34.0,6.0,59.0,1,0,1,1,58.0,4,,,,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,,,,,1.0,2.0,2.0,90.0,0.0,70.0,50.0,,,
2045.34.0,2009,934,花岡＝多美世,1,34.0,6.0,,1,0,4,2,51.0,4,,,,2.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,,,,,2.0,4.0,2.0,40.0,0.0,10.0,60.0,,,
2037.34.0,2009,935,胡本＝協子,1,34.0,6.0,,1,0,11,2,58.0,4,,,,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,2.0,,,,,3.0,1.0,4.0,10.0,0.0,20.0,0.0,,,
754.34.0,2009,936,宮沢＝洋一,1,34.0,7.0,59.0,3,3,1,1,58.0,4,,,,3.0,,,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,,,,,3.0,2.0,4.0,90.0,45.0,50.0,70.0,,,
535.34.0,2009,937,和田＝隆志,1,34.0,7.0,59.0,3,2,2,1,45.0,1,,,,1.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,3.0,2.0,3.0,,,,,3.0,4.0,3.0,25.0,100.0,70.0,40.0,,,
1435.34.0,2009,938,植松＝満雄,1,34.0,7.0,,1,0,11,1,50.0,4,,,,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,3.0,3.0,4.0,40.0,0.0,60.0,60.0,,,
2475.35.0,2009,939,高村＝正彦,1,35.0,1.0,59.0,3,9,1,1,66.0,1,,,,,,,4.0,,,3.0,,,2.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,,,,,2.0,3.0,4.0,,,,,,,
2503.35.0,2009,940,高邑＝勉,1,35.0,1.0,59.0,1,0,2,1,34.0,3,,,,3.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,1.0,2.0,4.0,4.0,2.0,5.0,2.0,1.0,4.0,2.0,5.0,4.0,,,,,1.0,3.0,2.0,40.0,100.0,80.0,80.0,,,
510.35.0,2009,941,吉田＝貞好,1,35.0,1.0,59.0,1,0,4,1,55.0,4,,,,1.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,1.0,3.0,5.0,,,,,1.0,5.0,1.0,51.0,10.0,10.0,0.0,,,
1266.35.0,2009,942,村田＝純一,1,35.0,1.0,,1,0,11,1,45.0,4,,,,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,3.0,,,,,5.0,1.0,5.0,50.0,0.0,20.0,20.0,,,
946.35.0,2009,943,山本＝繁太郎,1,35.0,2.0,59.0,1,0,1,1,60.0,4,,,,5.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,,,,,2.0,1.0,4.0,75.0,20.0,30.0,50.0,,,
1075.35.0,2009,944,平岡＝秀夫,1,35.0,2.0,59.0,3,4,2,1,54.0,1,,,,1.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0,4.0,,,,,1.0,4.0,4.0,40.0,70.0,50.0,35.0,,,
1571.35.0,2009,945,河井＝美和子,1,35.0,2.0,,1,0,11,2,47.0,4,,,,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,,,,,4.0,1.0,5.0,40.0,0.0,70.0,70.0,,,
1578.35.0,2009,946,河村＝建夫,1,35.0,3.0,59.0,3,6,1,1,66.0,1,,,,3.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,,,,,2.0,4.0,4.0,,,,,,,
34.35.0,2009,947,三浦＝昇,1,35.0,3.0,59.0,1,0,2,1,38.0,4,,,,1.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,,,,,2.0,3.0,4.0,40.0,90.0,70.0,80.0,,,
1605.35.0,2009,948,津田＝修一,1,35.0,3.0,,1,0,11,1,46.0,4,,,,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,,,,,4.0,1.0,5.0,50.0,0.0,50.0,80.0,,,
708.35.0,2009,949,安倍＝晋三,1,35.0,4.0,59.0,3,5,1,1,54.0,1,,,,5.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,3.0,3.0,,,,,2.0,2.0,4.0,,,,,,,
1124.35.0,2009,950,戸倉＝多香子,1,35.0,4.0,59.0,1,0,2,2,49.0,4,,,,1.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,1.0,5.0,1.0,4.0,4.0,,,,,3.0,5.0,2.0,20.0,90.0,30.0,20.0,,,
1196.35.0,2009,951,木佐木＝大助,1,35.0,4.0,,1,0,4,1,53.0,4,,,,1.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,1.0,3.0,5.0,,,,,1.0,5.0,1.0,50.0,0.0,0.0,0.0,,,
984.36.0,2009,952,岡本＝芳郎,1,36.0,1.0,60.0,3,2,1,1,65.0,4,,,,1.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,,,,,2.0,2.0,2.0,75.0,0.0,50.0,0.0,,,
252.36.0,2009,953,仙谷＝由人,1,36.0,1.0,60.0,3,5,2,1,62.0,1,,,,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,4.0,,,,,2.0,2.0,3.0,20.0,45.0,30.0,20.0,,,
455.36.0,2009,954,古田＝元則,1,36.0,1.0,60.0,1,0,4,1,60.0,4,,,,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,5.0,5.0,,,,,3.0,5.0,1.0,0.0,0.0,0.0,0.0,,,
2261.36.0,2009,955,近藤＝彰,1,36.0,1.0,,1,0,11,1,27.0,4,,,,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,,,,,3.0,2.0,3.0,50.0,0.0,50.0,75.0,,,
995.36.0,2009,956,岡＝佑樹,1,36.0,1.0,,1,0,12,1,31.0,4,,,,1.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,5.0,4.0,1.0,,,,,3.0,2.0,2.0,50.0,10.0,10.0,0.0,,,
904.36.0,2009,957,山口＝俊一,1,36.0,2.0,60.0,3,6,1,1,58.0,3,,,,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,,,,,3.0,2.0,2.0,50.0,0.0,50.0,50.0,,,
2462.36.0,2009,958,高井＝美穂,1,36.0,2.0,60.0,3,2,2,2,37.0,1,,,,3.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,,,,,3.0,4.0,2.0,10.0,80.0,50.0,75.0,,,
1395.36.0,2009,959,梅本＝芳郎,1,36.0,2.0,,1,0,11,1,47.0,4,,,,1.0,,,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,,,,,4.0,3.0,3.0,50.0,0.0,25.0,50.0,,,
1101.36.0,2009,960,後藤田＝正純,1,36.0,3.0,60.0,3,3,1,1,39.0,1,,,,2.0,1.0,3.0,4.0,,1.0,,,,1.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,,,,,3.0,3.0,3.0,0.0,0.0,50.0,50.0,,,
234.36.0,2009,961,仁木＝博文,1,36.0,3.0,60.0,1,0,2,1,42.0,3,,,,1.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,,,,,2.0,2.0,3.0,15.0,45.0,50.0,50.0,,,
815.36.0,2009,962,小松＝由佳,1,36.0,3.0,,1,0,11,2,27.0,4,,,,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,,,,,3.0,3.0,5.0,25.0,0.0,50.0,50.0,,,
1070.37.0,2009,963,平井＝卓也,1,37.0,1.0,60.0,3,3,1,1,50.0,3,,,,5.0,3.0,2.0,4.0,,1.0,,,,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,,,,,2.0,3.0,2.0,75.0,0.0,75.0,50.0,,,
808.37.0,2009,964,小川＝淳也,1,37.0,1.0,60.0,3,1,2,1,37.0,1,,,,3.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,,,,,2.0,4.0,4.0,20.0,100.0,20.0,30.0,,,
1579.37.0,2009,965,河村＝整,1,37.0,1.0,,1,0,4,1,49.0,4,,,,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,1.0,1.0,5.0,,,,,3.0,5.0,1.0,,,,,,,
1807.37.0,2009,966,白石＝久美子,1,37.0,1.0,,1,0,11,2,47.0,4,,,,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,,,,,3.0,3.0,4.0,50.0,50.0,50.0,50.0,,,
1216.37.0,2009,967,木村＝義雄,1,37.0,2.0,60.0,3,7,1,1,60.0,4,,,,3.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,2.0,3.0,,,,,3.0,2.0,1.0,100.0,0.0,50.0,50.0,,,
1738.37.0,2009,968,玉木＝雄一郎,1,37.0,2.0,60.0,1,0,2,1,39.0,1,,,,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,,,,,3.0,4.0,4.0,30.0,70.0,60.0,50.0,,,
552.37.0,2009,969,土居＝美佐子,1,37.0,2.0,,1,0,11,2,50.0,4,,,,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,,,,,3.0,3.0,4.0,0.0,0.0,25.0,50.0,,,
667.37.0,2009,970,大野＝功統,1,37.0,3.0,,3,7,1,1,73.0,1,,,,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,,,,,3.0,1.0,3.0,75.0,25.0,50.0,50.0,,,
2256.37.0,2009,971,近石＝美智子,1,37.0,3.0,60.0,1,0,4,2,60.0,4,,,,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,4.0,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,,
2014.37.0,2009,972,米田＝晴彦,1,37.0,3.0,60.0,1,0,5,1,50.0,4,,,,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,1.0,4.0,5.0,,,,,1.0,2.0,1.0,5.0,50.0,5.0,10.0,,,
695.37.0,2009,973,妹尾＝真由美,1,37.0,3.0,,1,0,11,2,49.0,4,,,,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,,,,,4.0,4.0,5.0,25.0,10.0,75.0,75.0,,,
1830.37.0,2009,974,真鍋＝健,1,37.0,3.0,,1,0,12,1,45.0,4,,,,5.0,1.0,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,3.0,2.0,3.0,50.0,25.0,50.0,50.0,,,
601.38.0,2009,975,塩崎＝恭久,1,38.0,1.0,60.0,3,4,1,1,58.0,1,,,,5.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,3.0,2.0,3.0,,,,,,,
1525.38.0,2009,976,永江＝孝子,1,38.0,1.0,60.0,1,0,2,2,48.0,3,,,,2.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,,,,,2.0,5.0,2.0,0.0,100.0,75.0,100.0,,,
1749.38.0,2009,977,田中＝克彦,1,38.0,1.0,60.0,1,0,4,1,41.0,4,,,,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0,,,,,2.0,4.0,1.0,0.0,0.0,0.0,0.0,,,
2208.38.0,2009,978,谷村＝耕治郎,1,38.0,1.0,,1,0,11,1,46.0,4,,,,3.0,1.0,,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,5.0,,,,,3.0,2.0,5.0,30.0,0.0,50.0,75.0,,,
2283.38.0,2009,979,郡＝昭浩,0,38.0,1.0,,1,0,12,1,48.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253.38.0,2009,980,村上＝誠一郎,1,38.0,2.0,60.0,3,7,1,1,56.0,1,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,,,
980.38.0,2009,981,岡平＝知子,1,38.0,2.0,60.0,1,0,5,2,51.0,4,,,,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,1.0,3.0,5.0,,,,,2.0,5.0,2.0,30.0,50.0,30.0,20.0,,,
1417.38.0,2009,982,森田＝浩二,1,38.0,2.0,,1,0,11,1,49.0,4,,,,3.0,4.0,,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,3.0,,,,,4.0,2.0,5.0,50.0,0.0,50.0,50.0,,,
1444.38.0,2009,983,楠橋＝康弘,1,38.0,2.0,,1,0,12,1,40.0,4,,,,1.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,2.0,3.0,2.0,40.0,75.0,60.0,50.0,,,
1808.38.0,2009,984,白石＝徹,1,38.0,3.0,60.0,1,0,1,1,52.0,4,,,,1.0,3.0,5.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,,,,,2.0,3.0,1.0,68.0,20.0,0.0,50.0,,,
1809.38.0,2009,985,白石＝洋一,1,38.0,3.0,60.0,1,0,2,1,45.0,1,,,,3.0,,,3.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,,,,,2.0,2.0,3.0,60.0,90.0,60.0,60.0,,,
757.38.0,2009,986,宮脇＝繁,1,38.0,3.0,,1,0,11,1,47.0,4,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,,,,,3.0,2.0,4.0,35.0,0.0,50.0,50.0,,,
927.38.0,2009,987,山本＝公一,1,38.0,4.0,60.0,3,5,1,1,61.0,1,,,,1.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,,,,,1.0,2.0,1.0,,,,,,,
2495.38.0,2009,988,高橋＝英行,1,38.0,4.0,60.0,1,0,2,1,36.0,3,,,,1.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0,,,,,2.0,2.0,2.0,0.0,100.0,25.0,50.0,,,
2422.38.0,2009,989,露口＝礼子,1,38.0,4.0,,1,0,11,2,55.0,4,,,,1.0,3.0,4.0,,,3.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,3.0,,,,,3.0,2.0,5.0,0.0,0.0,20.0,30.0,,,
1387.38.0,2009,990,桜内＝文城,1,38.0,4.0,,1,0,12,1,43.0,4,,,,1.0,2.0,3.0,3.0,3.0,,,,,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,,,,,3.0,1.0,2.0,50.0,50.0,75.0,50.0,,,
1926.39.0,2009,991,福井＝照,1,39.0,1.0,60.0,3,3,1,1,55.0,1,,,,1.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,3.0,,,,,2.0,3.0,2.0,50.0,50.0,50.0,50.0,,,
1774.39.0,2009,992,田村＝久美子,1,39.0,1.0,60.0,1,0,2,2,49.0,4,,,,3.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,,,,,2.0,3.0,2.0,0.0,100.0,40.0,50.0,,,
1182.39.0,2009,993,春名＝直章,1,39.0,1.0,,2,2,4,1,49.0,4,,,,1.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,1.0,3.0,5.0,,,,,3.0,5.0,1.0,5.0,10.0,30.0,10.0,,,
1378.39.0,2009,994,桃田＝妙子,1,39.0,1.0,,1,0,11,2,49.0,4,,,,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,,,,,3.0,4.0,5.0,50.0,0.0,60.0,50.0,,,
1475.39.0,2009,995,橋本＝大二郎,1,39.0,1.0,,1,0,12,1,61.0,4,,,,,,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,,,,,1.0,3.0,3.0,50.0,50.0,51.0,60.0,,,
147.39.0,2009,996,中谷＝元,1,39.0,2.0,60.0,3,6,1,1,51.0,1,,,,1.0,5.0,3.0,4.0,,,,,,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,,,,,3.0,2.0,2.0,60.0,25.0,25.0,50.0,,,
1443.39.0,2009,997,楠本＝清世,1,39.0,2.0,60.0,1,0,2,2,36.0,4,,,,2.0,1.0,4.0,3.0,4.0,,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,5.0,,,,,2.0,3.0,2.0,50.0,100.0,30.0,60.0,,,
891.39.0,2009,998,山中＝正博,1,39.0,2.0,,1,0,4,1,59.0,4,,,,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,1.0,3.0,4.0,,,,,3.0,3.0,1.0,10.0,0.0,10.0,10.0,,,
262.39.0,2009,999,伊東＝理砂,1,39.0,2.0,,1,0,11,2,41.0,4,,,,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,,,,,3.0,3.0,5.0,40.0,0.0,70.0,60.0,,,
939.39.0,2009,1000,山本＝有二,1,39.0,3.0,60.0,3,6,1,1,56.0,1,,,,1.0,,,4.0,2.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,,,,,4.0,1.0,3.0,90.0,40.0,30.0,30.0,,,
91.39.0,2009,1001,中山＝知意,1,39.0,3.0,60.0,1,0,2,2,30.0,4,,,,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,,,,,2.0,5.0,1.0,0.0,100.0,50.0,50.0,,,
1245.39.0,2009,1002,村上＝信夫,1,39.0,3.0,,1,0,4,1,45.0,4,,,,3.0,2.0,5.0,3.0,,3.0,4.0,,,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,5.0,,,,,3.0,5.0,1.0,0.0,0.0,0.0,0.0,,,
410.39.0,2009,1003,北村＝健行,1,39.0,3.0,,1,0,11,1,32.0,4,,,,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,,,,,5.0,1.0,5.0,60.0,0.0,60.0,90.0,,,
2279.40.0,2009,1004,遠藤＝宣彦,1,40.0,1.0,61.0,3,1,1,1,45.0,4,,,,5.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,5.0,3.0,1.0,,,,,,1.0,2.0,50.0,0.0,20.0,75.0,,,
1318.40.0,2009,1005,松本＝龍,1,40.0,1.0,61.0,3,6,2,1,57.0,1,,,,1.0,,,3.0,4.0,2.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,,1.0,,5.0,4.0,3.0,5.0,2.0,3.0,4.0,,,,,3.0,5.0,3.0,,,,,,,
