uid,ELECYEAR,ID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,prim1,prim2,prim3,camp1,camp2,camp3,coal_lib,coal_dem,coal_kmei,coal_com,coal_soc,coal_koku,yn_medconst,yn_reps,yn_const,yn_defense,yn_preemp,yn_unsc,yn_nkorea,yn_smgov,yn_pubspend,yn_fiscalpol,yn_tax5yrs,yn_frgnvote,yn_frgnwork,yn_privacy,yn_tax10pc,yn_moral,ab_asiaus,ab_compet,ab_env,ab_singlemum,ab_trade,fav_masuzoe,fav_ozawa,fav_watanabe,fav_hashimoto,media_hp,media_sns,media_tv
1199.13.0,2012,414,木内＝孝胤,1,13.0,9.0,55.0,3,1,3,1,46.0,0,2.0,15.0,16.0,1.0,5.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,100.0,100.0,100.0,100.0,5.0,4.0,5.0
567.13.0,2012,415,坂尻＝正由喜,1,13.0,9.0,66.0,1,0,6,1,41.0,0,2.0,15.0,6.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,999.0,999.0,999.0,999.0,4.0,2.0,0.0
2068.13.0,2012,416,菅原＝一秀,1,13.0,9.0,55.0,3,3,2,1,50.0,1,3.0,1.0,15.0,5.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,60.0,10.0,60.0,70.0,5.0,4.0,4.0
1938.13.0,2012,417,福村＝隆,1,13.0,9.0,55.0,1,0,1,1,49.0,0,5.0,16.0,6.0,99.0,99.0,99.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,999.0,999.0,999.0,999.0,99.0,99.0,0.0
1540.13.0,2012,418,江端＝貴子,1,13.0,10.0,55.0,3,1,1,2,52.0,0,7.0,5.0,6.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,50.0,50.0,50.0,50.0,4.0,0.0,3.0
251.13.0,2012,419,今＝秀子,1,13.0,10.0,66.0,1,0,6,2,64.0,0,15.0,2.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,99.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,999.0,999.0,999.0,999.0,0.0,4.0,0.0
840.13.0,2012,420,小池＝百合子,1,13.0,10.0,55.0,3,6,2,2,60.0,1,1.0,15.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,999.0,999.0,999.0,999.0,4.0,4.0,5.0
613.13.0,2012,421,多ケ谷＝亮,0,13.0,10.0,55.0,1,0,3,1,44.0,0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,999.0,999.0,999.0,999.0,99.0,99.0,99.0
71.13.0,2012,422,下村＝博文,1,13.0,11.0,55.0,3,5,2,1,58.0,1,5.0,2.0,1.0,1.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,55.0,40.0,70.0,70.0,5.0,4.0,4.0
2437.13.0,2012,423,須藤＝武美,1,13.0,11.0,66.0,1,0,6,1,58.0,0,7.0,6.0,15.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,999.0,999.0,999.0,999.0,2.0,3.0,0.0
685.13.0,2012,424,太田＝順子,1,13.0,11.0,55.0,1,0,1,2,45.0,0,6.0,15.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,50.0,60.0,50.0,30.0,1.0,0.0,0.0
1471.13.0,2012,425,橋本＝久美,0,13.0,11.0,55.0,1,0,3,2,43.0,0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,999.0,999.0,999.0,999.0,99.0,99.0,99.0
1734.13.0,2012,426,猪野＝隆,1,13.0,11.0,55.0,1,0,5,1,47.0,0,6.0,5.0,10.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,50.0,50.0,60.0,90.0,0.0,0.0,0.0
2430.13.0,2012,427,青木＝愛,1,13.0,12.0,55.0,3,2,3,2,47.0,2,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,3.0,2.0,2.0,3.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,99.0,99.0,4.0,99.0,999.0,100.0,999.0,999.0,4.0,2.0,1.0
1543.13.0,2012,428,池内＝沙織,1,13.0,12.0,55.0,1,0,6,2,30.0,0,2.0,15.0,7.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,999.0,999.0,999.0,999.0,4.0,3.0,1.0
680.13.0,2012,429,太田＝昭宏,1,13.0,12.0,66.0,2,5,4,1,67.0,1,16.0,1.0,7.0,3.0,4.0,5.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,999.0,999.0,999.0,999.0,5.0,2.0,3.0
1188.13.0,2012,430,服部＝聖巳,1,13.0,12.0,66.0,1,0,13,2,34.0,0,1.0,2.0,5.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,10.0,30.0,15.0,4.0,2.0,0.0
2514.13.0,2012,431,鴨下＝一郎,1,13.0,13.0,55.0,3,6,2,1,63.0,1,2.0,1.0,7.0,1.0,3.0,5.0,4.0,99.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,999.0,999.0,999.0,999.0,99.0,99.0,99.0
1911.13.0,2012,432,祖父江＝元希,1,13.0,13.0,66.0,1,0,6,1,37.0,0,2.0,7.0,15.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,999.0,999.0,999.0,999.0,5.0,4.0,0.0
1040.13.0,2012,433,川口＝浩,1,13.0,13.0,55.0,3,1,5,1,57.0,0,16.0,5.0,6.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,50.0,50.0,50.0,100.0,4.0,0.0,0.0
2116.13.0,2012,434,藤尾＝直樹,1,13.0,13.0,55.0,1,0,1,1,33.0,0,7.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,40.0,40.0,40.0,40.0,1.0,0.0,0.0
1226.13.0,2012,435,本多＝正樹,1,13.0,13.0,55.0,1,0,3,1,40.0,0,15.0,13.0,5.0,3.0,4.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,4.0,2.0,2.0,99.0,4.0,2.0,2.0,2.0,4.0,99.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,999.0,100.0,999.0,999.0,2.0,2.0,0.0
2410.13.0,2012,436,阿藤＝和之,1,13.0,14.0,66.0,1,0,6,1,41.0,0,2.0,15.0,7.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,999.0,999.0,999.0,999.0,5.0,4.0,0.0
1206.13.0,2012,437,木村＝剛司,1,13.0,14.0,55.0,3,1,3,1,41.0,0,16.0,7.0,15.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,99.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,999.0,999.0,999.0,999.0,4.0,3.0,5.0
1292.13.0,2012,438,松島＝みどり,1,13.0,14.0,55.0,2,3,2,2,56.0,1,13.0,3.0,8.0,1.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,999.0,999.0,999.0,999.0,3.0,4.0,2.0
1731.13.0,2012,439,犬塚＝直史,1,13.0,14.0,55.0,1,0,1,1,58.0,0,1.0,2.0,15.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,50.0,25.0,50.0,25.0,1.0,1.0,1.0
2300.13.0,2012,440,野口＝東秀,1,13.0,14.0,55.0,1,0,5,1,50.0,0,1.0,12.0,10.0,5.0,3.0,4.0,99.0,99.0,99.0,99.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,50.0,20.0,70.0,100.0,1.0,1.0,1.0
1651.13.0,2012,441,渋江＝勝義,1,13.0,14.0,66.0,1,0,14,1,65.0,0,3.0,2.0,6.0,4.0,5.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0
2135.13.0,2012,442,藤田＝直樹,1,13.0,14.0,66.0,1,0,14,1,27.0,0,1.0,5.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,99.0,1.0,99.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,50.0,50.0,50.0,30.0,0.0,0.0,0.0
1946.13.0,2012,443,秋元＝司,1,13.0,15.0,55.0,1,0,2,1,41.0,2,2.0,3.0,1.0,1.0,3.0,5.0,4.0,99.0,1.0,3.0,99.0,99.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,50.0,0.0,50.0,50.0,2.0,3.0,4.0
1276.13.0,2012,444,東＝祥三,1,13.0,15.0,55.0,3,5,3,1,61.0,0,15.0,2.0,10.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,99.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,4.0,999.0,999.0,999.0,999.0,3.0,0.0,5.0
1368.13.0,2012,445,柿沢＝未途,1,13.0,15.0,55.0,3,1,7,1,41.0,1,11.0,13.0,6.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,50.0,20.0,100.0,70.0,5.0,4.0,4.0
494.13.0,2012,446,吉田＝年男,1,13.0,15.0,66.0,1,0,6,1,64.0,0,16.0,15.0,12.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,99.0,3.0,3.0
1760.13.0,2012,447,田中＝美絵子,1,13.0,15.0,55.0,3,1,1,2,37.0,0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,99.0,99.0,99.0,3.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,999.0,999.0,999.0,999.0,99.0,99.0,5.0
58.13.0,2012,448,上田＝令子,1,13.0,16.0,55.0,1,0,7,2,47.0,0,10.0,5.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,10.0,0.0,100.0,70.0,5.0,4.0,4.0
662.13.0,2012,449,大西＝英男,1,13.0,16.0,55.0,1,0,2,1,66.0,1,10.0,14.0,5.0,5.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,50.0,10.0,40.0,10.0,5.0,0.0,1.0
1025.13.0,2012,450,島長＝香代子,1,13.0,16.0,66.0,1,0,6,2,63.0,0,6.0,15.0,13.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0
139.13.0,2012,451,中津川＝博郷,1,13.0,16.0,55.0,3,3,5,1,63.0,0,3.0,12.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,50.0,55.0,30.0,100.0,4.0,0.0,4.0
371.13.0,2012,452,初鹿＝明博,1,13.0,16.0,55.0,3,1,3,1,43.0,0,16.0,6.0,15.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,2.0,50.0,50.0,50.0,50.0,4.0,4.0,5.0
248.13.0,2012,453,今野＝克義,1,13.0,16.0,55.0,1,0,1,1,40.0,0,5.0,13.0,7.0,4.0,99.0,99.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,5.0,2.0,99.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,60.0,60.0,60.0,60.0,1.0,0.0,0.0
1155.13.0,2012,454,新井＝杉生,1,13.0,17.0,66.0,1,0,6,1,53.0,0,15.0,7.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,999.0,999.0,999.0,999.0,4.0,1.0,0.0
1174.13.0,2012,455,早川＝久美子,1,13.0,17.0,55.0,3,1,1,2,41.0,0,7.0,5.0,2.0,1.0,3.0,2.0,99.0,99.0,99.0,99.0,99.0,99.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,999.0,999.0,999.0,999.0,99.0,2.0,2.0
1078.13.0,2012,456,平沢＝勝栄,1,13.0,17.0,55.0,3,5,2,1,67.0,1,7.0,6.0,1.0,3.0,2.0,5.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,999.0,999.0,999.0,999.0,4.0,2.0,5.0
830.13.0,2012,457,小林＝等,1,13.0,17.0,55.0,1,0,5,1,39.0,0,10.0,11.0,6.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,50.0,25.0,75.0,100.0,4.0,2.0,0.0
2077.13.0,2012,458,菅＝直人,1,13.0,18.0,55.0,3,10,1,1,66.0,2,15.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,999.0,999.0,999.0,999.0,5.0,3.0,5.0
555.13.0,2012,459,土屋＝正忠,1,13.0,18.0,55.0,2,1,2,1,70.0,1,1.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,60.0,30.0,40.0,40.0,5.0,0.0,1.0
1360.13.0,2012,460,柳＝孝義,1,13.0,18.0,66.0,1,0,6,1,51.0,0,16.0,15.0,7.0,2.0,1.0,99.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,999.0,999.0,999.0,999.0,3.0,2.0,0.0
1465.13.0,2012,461,横粂＝勝仁,1,13.0,18.0,66.0,3,1,14,1,31.0,0,3.0,2.0,10.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,50.0,50.0,50.0,50.0,4.0,2.0,5.0
195.13.0,2012,462,五十嵐＝勝哉,1,13.0,18.0,55.0,1,0,5,1,45.0,0,5.0,1.0,10.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,30.0,20.0,50.0,100.0,0.0,0.0,0.0
1238.13.0,2012,463,杉村＝康之,1,13.0,18.0,55.0,1,0,3,1,43.0,0,10.0,2.0,15.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,50.0,100.0,90.0,90.0,4.0,3.0,0.0
1671.13.0,2012,464,渡辺＝浩一郎,1,13.0,19.0,55.0,3,2,3,1,68.0,0,15.0,2.0,10.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,50.0,100.0,40.0,50.0,4.0,1.0,2.0
223.13.0,2012,465,井手重＝美津子,1,13.0,19.0,66.0,1,0,6,2,48.0,0,2.0,15.0,5.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,999.0,999.0,999.0,999.0,4.0,3.0,0.0
1221.13.0,2012,466,末松＝義規,1,13.0,19.0,55.0,3,5,1,1,56.0,0,15.0,13.0,3.0,2.0,3.0,1.0,3.0,99.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,999.0,999.0,999.0,999.0,5.0,0.0,5.0
1312.13.0,2012,467,松本＝洋平,1,13.0,19.0,55.0,2,1,2,1,39.0,1,2.0,1.0,7.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,999.0,999.0,999.0,999.0,5.0,3.0,1.0
956.13.0,2012,468,山田＝宏,1,13.0,19.0,55.0,2,1,5,1,54.0,2,16.0,6.0,10.0,4.0,5.0,99.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,51.0,40.0,65.0,95.0,4.0,1.0,5.0
1557.13.0,2012,469,池田＝真理子,1,13.0,20.0,66.0,1,0,6,2,58.0,0,15.0,5.0,6.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,999.0,999.0,999.0,999.0,4.0,2.0,0.0
384.13.0,2012,470,加藤＝公一,1,13.0,20.0,55.0,3,4,1,1,48.0,0,10.0,15.0,6.0,5.0,2.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,999.0,999.0,999.0,999.0,4.0,0.0,2.0
1201.13.0,2012,471,木原＝誠二,1,13.0,20.0,55.0,2,1,2,1,42.0,1,7.0,2.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,60.0,10.0,80.0,50.0,4.0,4.0,1.0
2316.13.0,2012,472,野田＝数,1,13.0,20.0,55.0,1,0,5,1,39.0,0,5.0,1.0,7.0,4.0,5.0,3.0,3.0,3.0,99.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,60.0,0.0,80.0,90.0,3.0,1.0,5.0
852.13.0,2012,473,小田原＝潔,1,13.0,21.0,55.0,1,0,2,1,48.0,2,2.0,1.0,10.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,30.0,10.0,40.0,30.0,5.0,4.0,1.0
2387.13.0,2012,474,長島＝昭久,1,13.0,21.0,55.0,3,3,1,1,50.0,1,3.0,15.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,50.0,10.0,60.0,25.0,4.0,2.0,5.0
475.13.0,2012,475,吉岡＝正史,1,13.0,21.0,66.0,1,0,6,1,38.0,0,16.0,15.0,7.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,99.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,999.0,999.0,999.0,999.0,5.0,4.0,1.0
293.13.0,2012,476,佐々木＝理江,1,13.0,21.0,55.0,1,0,5,2,30.0,0,11.0,5.0,15.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,30.0,50.0,40.0,90.0,1.0,1.0,2.0
2202.13.0,2012,477,谷川＝博之,1,13.0,21.0,66.0,1,0,14,1,42.0,0,16.0,15.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,1.0,3.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
2136.13.0,2012,478,藤田＝祐司,1,13.0,21.0,55.0,1,0,3,1,60.0,0,15.0,10.0,12.0,1.0,99.0,99.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,50.0,50.0,50.0,0.0,0.0,1.0,0.0
